"sample_id","cell_type","technology","M1","M2_A","M2_B"
"human3_lib2.final_cell_0237","acinar","inDrop3",0.609265869352031,0.626394288775365,0.455326310126991
"human3_lib2.final_cell_0239","activated_stellate","inDrop3",0.0408163265307267,0.142857148178986,0.456960622364153
"human3_lib2.final_cell_0245","delta","inDrop3",0.959183676091367,0.95918282894516,0.455280202205355
"human3_lib2.final_cell_0248","alpha","inDrop3",0.795925638445681,0.795916867073536,0.455555837129806
"human3_lib2.final_cell_0252","activated_stellate","inDrop3",0.0612245586357954,0.163265320019512,0.455391700740379
"human3_lib2.final_cell_0253","ductal","inDrop3",0.246456045485263,0.336697984495663,0.455725853711166
"human3_lib2.final_cell_0257","acinar","inDrop3",0.587851060004237,0.616121541233626,0.455341570146216
"human3_lib2.final_cell_0269","acinar","inDrop3",0.60771270911642,0.626473809994781,0.455414411339625
"human3_lib2.final_cell_0270","acinar","inDrop3",0.598702075584109,0.617370500021188,0.455375091731013
"human3_lib2.final_cell_0271","activated_stellate","inDrop3",0.0408163265307153,0.142857148178986,0.455312096063077
"human3_lib2.final_cell_0273","beta","inDrop3",0.894629771757885,0.856691104475709,0.455356015841202
"human3_lib2.final_cell_0277","acinar","inDrop3",0.50947852956341,0.489132159386426,0.455235991385048
"human3_lib2.final_cell_0283","acinar","inDrop3",0.533439000994115,0.532406014504055,0.455424029028107
"human3_lib2.final_cell_0289","ductal","inDrop3",0.285371358342244,0.346916420476301,0.455703122472214
"human3_lib2.final_cell_0294","activated_stellate","inDrop3",0.081631753856524,0.183672337226386,0.459827090342792
"human3_lib2.final_cell_0298","acinar","inDrop3",0.580868568544971,0.613672002510249,0.455822218975811
"human3_lib2.final_cell_0302","alpha","inDrop3",0.795925314602857,0.795916832545029,0.455314588113156
"human3_lib2.final_cell_0311","delta","inDrop3",0.961981082934965,0.959453653976268,0.455259325964275
"human3_lib2.final_cell_0314","alpha","inDrop3",0.795966144737163,0.79589924282557,0.455868972985339
"human3_lib2.final_cell_0315","ductal","inDrop3",0.244899026370856,0.32653317735932,0.455781247630688
"human3_lib2.final_cell_0316","ductal","inDrop3",0.244906727686127,0.326778288267478,0.455213417383272
"human3_lib2.final_cell_0317","delta","inDrop3",0.979591828702367,0.97959160729366,0.455291584846003
"human3_lib2.final_cell_0324","acinar","inDrop3",0.566927969225366,0.579161697593931,0.455577264055538
"human3_lib2.final_cell_0340","ductal","inDrop3",0.284045639309397,0.346848941945226,0.455621997682143
"human3_lib2.final_cell_0344","activated_stellate","inDrop3",0.182969294333155,0.203224478531222,0.457631296718444
"human3_lib2.final_cell_0345","ductal","inDrop3",0.2448981206245,0.326530880893991,0.455212667403467
"human3_lib2.final_cell_0351","beta","inDrop3",0.897943673233022,0.862219140275824,0.455561781369815
"human3_lib2.final_cell_0354","beta","inDrop3",0.877581472018888,0.837619321396163,0.455308458905658
"human3_lib2.final_cell_0359","acinar","inDrop3",0.574703227011915,0.61105034820354,0.455500239928967
"human3_lib2.final_cell_0368","activated_stellate","inDrop3",0.0612244908871209,0.163265310274039,0.456651363003881
"human3_lib2.final_cell_0370","activated_stellate","inDrop3",0.0816322465695771,0.183673224162362,0.456438039802206
"human3_lib2.final_cell_0373","endothelial","inDrop3",2.06794845527235e-08,0.0612240271670054,0.455165094275977
"human3_lib2.final_cell_0375","ductal","inDrop3",0.285714307045062,0.364103920006011,0.455378015464986
"human3_lib2.final_cell_0376","alpha","inDrop3",0.795975336384022,0.795897867392044,0.455492514191337
"human3_lib2.final_cell_0379","ductal","inDrop3",0.275622482580808,0.346374303441916,0.455556942457282
"human3_lib2.final_cell_0397","alpha","inDrop3",0.836084310514948,0.758640563487904,0.455319813592576
"human3_lib2.final_cell_0398","ductal","inDrop3",0.244900827827871,0.326680657041778,0.455476812366926
"human3_lib2.final_cell_0404","alpha","inDrop3",0.795925043939752,0.795917717100896,0.455510682472829
"human3_lib2.final_cell_0405","alpha","inDrop3",0.795923931410899,0.795916837579123,0.455348003407084
"human3_lib2.final_cell_0406","ductal","inDrop3",0.28565022858142,0.346996403303001,0.455228924920252
"human3_lib2.final_cell_0416","activated_stellate","inDrop3",0.0601840049353116,0.160713305915913,0.455337621440359
"human3_lib2.final_cell_0422","beta","inDrop3",0.89252905954198,0.856266989906709,0.455316458263741
"human3_lib2.final_cell_0424","alpha","inDrop3",0.795926066429644,0.795916233886684,0.455396229184197
"human3_lib2.final_cell_0429","endothelial","inDrop3",2.56662187397859e-15,0.061224496334183,0.455161123323841
"human3_lib2.final_cell_0432","gamma","inDrop3",0.959184119433844,0.959183712892988,0.455612293579238
"human3_lib2.final_cell_0436","ductal","inDrop3",0.283271727064652,0.346794206161317,0.455511397366277
"human3_lib2.final_cell_0437","delta","inDrop3",0.999999981575244,0.999999983461517,0.455261087470189
"human3_lib2.final_cell_0441","activated_stellate","inDrop3",0.0816030398101298,0.183655263986858,0.456362024290595
"human3_lib2.final_cell_0444","alpha","inDrop3",0.795951000216439,0.795905671796103,0.45540143901909
"human3_lib2.final_cell_0460","ductal","inDrop3",0.285886891949863,0.348426154672001,0.455406261310484
"human3_lib2.final_cell_0461","activated_stellate","inDrop3",0.18304218643506,0.203673880154396,0.457063043630961
"human3_lib2.final_cell_0465","beta","inDrop3",0.897663364234507,0.857642944033123,0.455279272597338
"human3_lib2.final_cell_0477","acinar","inDrop3",0.611810834781677,0.631501490395359,0.455412286149971
"human3_lib2.final_cell_0481","acinar","inDrop3",0.572090070658987,0.600961827208066,0.455342772589559
"human3_lib2.final_cell_0486","acinar","inDrop3",0.577209131967559,0.611440794779845,0.455382468260097
"human3_lib2.final_cell_0492","activated_stellate","inDrop3",0.153633043428894,0.188363226927447,0.455441121357832
"human3_lib2.final_cell_0494","quiescent_stellate","inDrop3",0.183668131188818,0.204078141526159,0.457149407308991
"human3_lib2.final_cell_0530","endothelial","inDrop3",0.102040647880408,0.0816326592953839,0.455327653724274
"human3_lib2.final_cell_0540","activated_stellate","inDrop3",0.0611998309126391,0.16322876638888,0.455203949488342
"human3_lib2.final_cell_0541","alpha","inDrop3",0.795923739031929,0.795917433072531,0.455297304498966
"human3_lib2.final_cell_0544","endothelial","inDrop3",0.102040816326434,0.0816326592953839,0.455213200016064
"human3_lib2.final_cell_0546","beta","inDrop3",0.892137475616991,0.856183384663322,0.45549968435353
"human3_lib2.final_cell_0558","quiescent_stellate","inDrop3",0.734697751038014,0.285726307045235,0.455278566382801
"human3_lib2.final_cell_0565","alpha","inDrop3",0.795923140988862,0.795917179733318,0.455315546337823
"human3_lib2.final_cell_0571","alpha","inDrop3",0.79646496651826,0.795559092670268,0.455517549928843
"human3_lib2.final_cell_0573","beta","inDrop3",0.878870165896188,0.84748062390769,0.455283406469768
"human3_lib2.final_cell_0575","alpha","inDrop3",0.795951963967088,0.795905408273188,0.455245479440009
"human3_lib2.final_cell_0580","macrophage","inDrop3",0.346938775510204,0.244897885201691,0.99999999254942
"human3_lib2.final_cell_0585","ductal","inDrop3",0.385120934817591,0.308684326766045,0.455582176731603
"human3_lib2.final_cell_0586","acinar","inDrop3",0.607331921565429,0.624180759816663,0.456436190316397
"human3_lib2.final_cell_0592","alpha","inDrop3",0.832140021322832,0.77304720412796,0.455377625526505
"human3_lib2.final_cell_0593","activated_stellate","inDrop3",0.183644819908285,0.204081901670402,0.455576125991344
"human3_lib2.final_cell_0594","beta","inDrop3",0.897566089980893,0.857593041177115,0.455272989022602
"human3_lib2.final_cell_0597","alpha","inDrop3",0.795924498967993,0.795916590491128,0.455343769992589
"human3_lib2.final_cell_0603","alpha","inDrop3",0.796251314589382,0.796223395580267,0.455531727038084
"human3_lib2.final_cell_0605","quiescent_stellate","inDrop3",0.182077659815892,0.204130139690636,0.455762513580369
"human3_lib2.final_cell_0608","acinar","inDrop3",0.490331073025512,0.526251284510384,0.455378559386183
"human3_lib2.final_cell_0615","delta","inDrop3",0.979591641828486,0.97958787072544,0.45532036578165
"human3_lib2.final_cell_0620","acinar","inDrop3",0.391197572367826,0.510202592293078,0.455351522034221
"human3_lib2.final_cell_0621","activated_stellate","inDrop3",0.182198431990076,0.20409570514842,0.455504174491723
"human3_lib2.final_cell_0623","acinar","inDrop3",0.589398079975743,0.616800529332993,0.455289039849785
"human3_lib2.final_cell_0628","alpha","inDrop3",0.795926060323561,0.795916298047392,0.45531320968219
"human3_lib2.final_cell_0629","alpha","inDrop3",0.795924587087946,0.795916785366396,0.455318665234788
"human3_lib2.final_cell_0630","ductal","inDrop3",0.285075470180731,0.346936720011274,0.455350465276897
"human3_lib2.final_cell_0633","alpha","inDrop3",0.836703110331697,0.755163570847587,0.456017499097445
"human3_lib2.final_cell_0637","ductal","inDrop3",0.387755044780998,0.306122809506843,0.455447805558255
"human3_lib2.final_cell_0638","acinar","inDrop3",0.584988859840428,0.614814995569255,0.455355230248838
"human3_lib2.final_cell_0647","endothelial","inDrop3",0.122448978951788,0.0204117070657705,0.455337102680103
"human3_lib2.final_cell_0650","activated_stellate","inDrop3",0.18363674719295,0.204054022872599,0.455753611921013
"human3_lib2.final_cell_0651","activated_stellate","inDrop3",0.0612235792653746,0.163263925234032,0.455409661713997
"human3_lib2.final_cell_0659","endothelial","inDrop3",1.69140563885206e-10,0.0612244803660471,0.455568900790428
"human3_lib2.final_cell_0660","activated_stellate","inDrop3",0.0408173585655344,0.142857384710005,0.456782710420617
"human3_lib2.final_cell_0668","quiescent_stellate","inDrop3",0.167686009064581,0.2051098760103,0.456082269649386
"human3_lib2.final_cell_0671","acinar","inDrop3",0.60967504176586,0.628889549184305,0.455441323091632
"human3_lib2.final_cell_0673","mast","inDrop3",0.714285714285714,0.285714300318758,0.959183666627018
"human3_lib2.final_cell_0681","activated_stellate","inDrop3",0.0843547581104333,0.183705334855134,0.457341391699211
"human3_lib2.final_cell_0682","alpha","inDrop3",0.816606840860942,0.775874440076163,0.455720807506882
"human3_lib2.final_cell_0686","ductal","inDrop3",0.244898122607103,0.32653850644233,0.456845266974731
"human3_lib2.final_cell_0693","ductal","inDrop3",0.244898495905,0.326573087753233,0.456138039630264
"human3_lib2.final_cell_0697","activated_stellate","inDrop3",0.081640799414513,0.183673542147645,0.455167889231553
"human3_lib2.final_cell_0701","quiescent_stellate","inDrop3",0.18247191181358,0.204128381663647,0.457081531169108
"human3_lib2.final_cell_0702","delta","inDrop3",0.653066928538289,0.693877548131408,0.455262448684625
"human3_lib2.final_cell_0705","ductal","inDrop3",0.285720988578363,0.361218052519749,0.455284482936164
"human3_lib2.final_cell_0710","acinar","inDrop3",0.582910955305742,0.612737321116241,0.455387150109968
"human3_lib2.final_cell_0712","quiescent_stellate","inDrop3",0.166382288767946,0.207667797409242,0.456073701193161
"human3_lib2.final_cell_0716","activated_stellate","inDrop3",0.16326879339832,0.224488109855463,0.456048962164737
"human3_lib2.final_cell_0717","alpha","inDrop3",0.795927918289861,0.795915602783108,0.455454573757395
"human3_lib2.final_cell_0720","acinar","inDrop3",0.609042488881726,0.626363403308732,0.455317403265145
"human3_lib2.final_cell_0729","activated_stellate","inDrop3",0.183644901710872,0.204081690072994,0.455893643915831
"human3_lib2.final_cell_0730","alpha","inDrop3",0.813045149468518,0.777461301589653,0.455237977442219
"human3_lib2.final_cell_0737","macrophage","inDrop3",0.326530612244898,0.244898014511432,0.979591829588219
"human3_lib2.final_cell_0746","alpha","inDrop3",0.815396383251445,0.776221698125295,0.455603623069208
"human3_lib2.final_cell_0757","activated_stellate","inDrop3",0.0408163918350265,0.142857159233144,0.455126011753712
"human3_lib2.final_cell_0758","alpha","inDrop3",0.819066299679107,0.775554815016353,0.455396744297815
"human3_lib2.final_cell_0759","beta","inDrop3",0.877561332570008,0.837092129463411,0.455676990571748
"human3_lib2.final_cell_0760","activated_stellate","inDrop3",0.179826888936721,0.204128496418069,0.456807469771541
"human3_lib2.final_cell_0762","acinar","inDrop3",0.609920698241574,0.631395795703432,0.455500488963803
"human3_lib2.final_cell_0763","acinar","inDrop3",0.607173352253104,0.62760476345557,0.455520162946081
"human3_lib2.final_cell_0766","endothelial","inDrop3",0.142857092661223,0.0204081704117813,0.455699278936961
"human3_lib2.final_cell_0767","quiescent_stellate","inDrop3",0.183632578510667,0.204081792496591,0.45524725338917
"human3_lib2.final_cell_0771","activated_stellate","inDrop3",0.203880402419144,0.224493842371007,0.455240193702889
"human3_lib2.final_cell_0776","delta","inDrop3",0.877609047311337,0.838046632777684,0.45529667045043
"human3_lib2.final_cell_0778","quiescent_stellate","inDrop3",0.204120361402288,0.244897886223773,0.455450032049893
"human3_lib2.final_cell_0788","gamma","inDrop3",0.979689327282058,0.979642946606175,0.455319621669649
"human3_lib2.final_cell_0794","activated_stellate","inDrop3",0.0818358156824725,0.183675675316697,0.455349181390776
"human3_lib2.final_cell_0796","quiescent_stellate","inDrop3",0.163293526635458,0.224489026753413,0.456546050298088
"human3_lib2.final_cell_0798","mast","inDrop3",0.714285714285714,0.285688659697721,0.959183666627018
"human3_lib2.final_cell_0803","endothelial","inDrop3",0.122448979591841,0.020476780124975,0.455263282258494
"human3_lib2.final_cell_0805","macrophage","inDrop3",0.714285714285714,0.285778887412239,0.959183666627018
"human3_lib2.final_cell_0806","ductal","inDrop3",0.38775510020887,0.306122462267329,0.455371248861468
"human3_lib2.final_cell_0813","mast","inDrop3",0.367346942915265,0.285714197123418,0.959183666627018
"human3_lib2.final_cell_0815","alpha","inDrop3",0.795946083056442,0.795909333550213,0.455491049922838
"human3_lib2.final_cell_0817","endothelial","inDrop3",0.122449117584977,0.0204081704173497,0.455503365244837
"human3_lib2.final_cell_0819","endothelial","inDrop3",0.122448484083067,0.0408163727188759,0.455068771977631
"human3_lib2.final_cell_0823","quiescent_stellate","inDrop3",0.733345986894277,0.244872832259232,0.455831155926728
"human3_lib2.final_cell_0824","ductal","inDrop3",0.266840010233452,0.327129374572688,0.455415907756748
"human3_lib2.final_cell_0832","quiescent_stellate","inDrop3",0.163271069669515,0.224450270870021,0.460590727204448
"human3_lib2.final_cell_0833","quiescent_stellate","inDrop3",0.183543756611955,0.224512500786941,0.45534905222557
"human3_lib2.final_cell_0836","delta","inDrop3",0.938775500305309,0.918482207106796,0.455299361646743
"human3_lib2.final_cell_0843","quiescent_stellate","inDrop3",0.183069553128121,0.204085624467857,0.455684325775448
"human3_lib2.final_cell_0845","beta","inDrop3",0.877557121963901,0.836941037871778,0.455353724951522
"human3_lib2.final_cell_0846","endothelial","inDrop3",0.122448979591848,0.0206341198606426,0.455210355342118
"human3_lib2.final_cell_0847","activated_stellate","inDrop3",0.163278424253764,0.224319684265643,0.456000155910032
"human3_lib2.final_cell_0851","alpha","inDrop3",0.821675489720914,0.775286228583834,0.455377901688766
"human3_lib2.final_cell_0856","endothelial","inDrop3",0.122448980472026,0.0204081775614594,0.4579572005993
"human3_lib2.final_cell_0857","endothelial","inDrop3",0.122448997609151,0.0204081704196645,0.455213505995223
"human3_lib2.final_cell_0858","endothelial","inDrop3",0.142857142857142,0.0204081704117813,0.456014108243921
"human3_lib2.final_cell_0859","beta","inDrop3",0.877562905405054,0.837045369188984,0.455498355760444
"human3_lib2.final_cell_0861","quiescent_stellate","inDrop3",0.171491309874362,0.224710863759502,0.457633614154034
"human3_lib2.final_cell_0869","endothelial","inDrop3",0.142857142856869,0.0204081704117813,0.455577045633704
"human3_lib2.final_cell_0870","endothelial","inDrop3",0.14285715639371,0.265306125946191,0.455550477355533
"human3_lib2.final_cell_0873","activated_stellate","inDrop3",0.163271164989457,0.224417604738239,0.45568154205909
"human3_lib3.final_cell_0008","acinar","inDrop3",0.516125686210582,0.495219453319233,0.455358536536933
"human3_lib3.final_cell_0011","acinar","inDrop3",0.0616415579075923,0.163701745873175,0.455752158886754
"human3_lib3.final_cell_0015","acinar","inDrop3",0.512447419127316,0.490934568591878,0.455273176294903
"human3_lib3.final_cell_0017","acinar","inDrop3",0.570379388235393,0.600270230923701,0.455928055310027
"human3_lib3.final_cell_0026","acinar","inDrop3",0.556930897949207,0.5450082162528,0.455337902744971
"human3_lib3.final_cell_0030","acinar","inDrop3",0.5450790952278,0.516776870914947,0.455206074394605
"human3_lib3.final_cell_0031","acinar","inDrop3",0.57813752195719,0.611435959978816,0.455330404016328
"human3_lib3.final_cell_0040","acinar","inDrop3",0.517994860862677,0.495447022613148,0.455538915602068
"human3_lib3.final_cell_0041","acinar","inDrop3",0.498983667115989,0.465578949786056,0.455640344267515
"human3_lib3.final_cell_0058","acinar","inDrop3",0.571115411044302,0.600210570527879,0.455643794573856
"human3_lib3.final_cell_0069","acinar","inDrop3",0.612185951838042,0.632274067587804,0.455293218076479
"human3_lib3.final_cell_0071","acinar","inDrop3",0.511368741115772,0.489609939312791,0.455444842569102
"human3_lib3.final_cell_0072","acinar","inDrop3",0.518255081210071,0.499801020265812,0.455401258517574
"human3_lib3.final_cell_0073","acinar","inDrop3",0.587520897732188,0.614464506678227,0.455481810742072
"human3_lib3.final_cell_0074","acinar","inDrop3",0.588837300242375,0.614055983742036,0.455291631883004
"human3_lib3.final_cell_0078","acinar","inDrop3",0.547332982542014,0.531441022952069,0.455525691673381
"human3_lib3.final_cell_0080","acinar","inDrop3",0.563225180205368,0.569622625911489,0.455505814038046
"human3_lib3.final_cell_0081","acinar","inDrop3",0.56997075230615,0.594852758135096,0.455264298979986
"human3_lib3.final_cell_0084","acinar","inDrop3",0.5230290020231,0.498308326246418,0.455266224277635
"human3_lib3.final_cell_0088","acinar","inDrop3",0.510724039977225,0.490208903606641,0.455336429076559
"human3_lib3.final_cell_0089","acinar","inDrop3",0.568083868542039,0.586196602016781,0.455335576070888
"human3_lib3.final_cell_0092","acinar","inDrop3",0.571365545034095,0.601264750805864,0.455496949309573
"human3_lib3.final_cell_0094","acinar","inDrop3",0.570726162759438,0.599072808108814,0.455335318725018
"human3_lib3.final_cell_0096","acinar","inDrop3",0.578109727365512,0.612394820610434,0.455379917643175
"human3_lib3.final_cell_0100","acinar","inDrop3",0.511809973011494,0.492727725056195,0.455427931999512
"human3_lib3.final_cell_0101","acinar","inDrop3",0.590048894136725,0.615797793166483,0.455301685762137
"human3_lib3.final_cell_0103","acinar","inDrop3",0.527297615461311,0.50283347061917,0.455402317467192
"human3_lib3.final_cell_0112","beta","inDrop3",0.897948691510148,0.862928742712024,0.455344246171239
"human3_lib3.final_cell_0117","activated_stellate","inDrop3",0.061101718292079,0.163025091188357,0.457962277576256
"human3_lib3.final_cell_0118","acinar","inDrop3",0.522162805641755,0.501246626817643,0.455647016058364
"human3_lib3.final_cell_0121","beta","inDrop3",0.89795912225468,0.876668743682063,0.455716419400092
"human3_lib3.final_cell_0123","acinar","inDrop3",0.565660123216644,0.57264020740832,0.455512253974418
"human3_lib3.final_cell_0124","beta","inDrop3",0.883722906576063,0.824632777260286,0.455306835484393
"human3_lib3.final_cell_0129","acinar","inDrop3",0.509713658879651,0.491652233414955,0.45606498318715
"human3_lib3.final_cell_0134","activated_stellate","inDrop3",0.0825849295734257,0.183687678982801,0.45552897107498
"human3_lib3.final_cell_0144","acinar","inDrop3",0.564958962828888,0.58717064270388,0.455327774104663
"human3_lib3.final_cell_0146","endothelial","inDrop3",0.0204081632653061,0.102040822256585,0.455178984238001
"human3_lib3.final_cell_0154","activated_stellate","inDrop3",0.0612242277325785,0.163264932420035,0.457634836504856
"human3_lib3.final_cell_0156","acinar","inDrop3",0.56005078457201,0.562048057808619,0.45573061457978
"human3_lib3.final_cell_0158","alpha","inDrop3",0.795923262180468,0.795917286967248,0.455412982944691
"human3_lib3.final_cell_0164","acinar","inDrop3",0.481009942434953,0.453157762519065,0.455399657573691
"human3_lib3.final_cell_0166","acinar","inDrop3",0.564405054848959,0.575055829058866,0.455252096034849
"human3_lib3.final_cell_0174","acinar","inDrop3",0.470237717592204,0.449506835693637,0.455560665255215
"human3_lib3.final_cell_0175","activated_stellate","inDrop3",0.0408216549810719,0.142858956963441,0.455163090748968
"human3_lib3.final_cell_0176","acinar","inDrop3",0.551016634127407,0.54797070736156,0.455784360798446
"human3_lib3.final_cell_0182","activated_stellate","inDrop3",0.0408163265306123,0.142857148178986,0.455662600705008
"human3_lib3.final_cell_0187","beta","inDrop3",0.895842979611977,0.857636932334751,0.455307121691912
"human3_lib3.final_cell_0195","acinar","inDrop3",0.573005273448598,0.60276795822504,0.455658578137249
"human3_lib3.final_cell_0201","acinar","inDrop3",0.480499258844851,0.458913555206662,0.455362168613066
"human3_lib3.final_cell_0203","acinar","inDrop3",0.58226928533948,0.614810588542014,0.455449253358998
"human3_lib3.final_cell_0213","endothelial","inDrop3",0.122448979591837,0.0407844056812434,0.457420986801214
"human3_lib3.final_cell_0218","beta","inDrop3",0.877619883021306,0.838030898096455,0.455304361648757
"human3_lib3.final_cell_0220","acinar","inDrop3",0.587886064315907,0.615470350450349,0.455283326721386
"human3_lib3.final_cell_0221","acinar","inDrop3",0.408162014357924,0.428489189132398,0.455538785838597
"human3_lib3.final_cell_0227","acinar","inDrop3",0.472291003703677,0.450962230138171,0.455554092658181
"human3_lib3.final_cell_0230","ductal","inDrop3",0.285714355815566,0.367307467526706,0.455213499245444
"human3_lib3.final_cell_0235","acinar","inDrop3",0.571477707501012,0.604073865502283,0.455289066613683
"human3_lib3.final_cell_0236","beta","inDrop3",0.897813500639545,0.858241956130914,0.455453781096699
"human3_lib3.final_cell_0237","gamma","inDrop3",0.999995691084848,0.99999707024256,0.45535547704539
"human3_lib3.final_cell_0240","alpha","inDrop3",0.812380782010227,0.778963955092623,0.455285115790563
"human3_lib3.final_cell_0242","alpha","inDrop3",0.795923290534087,0.79591721016975,0.455524296173303
"human3_lib3.final_cell_0243","acinar","inDrop3",0.602656948335754,0.620253739666542,0.455305738764266
"human3_lib3.final_cell_0244","ductal","inDrop3",0.285714483887567,0.367017628964177,0.456463082230636
"human3_lib3.final_cell_0249","beta","inDrop3",0.897959136310262,0.876902288893631,0.455386525828951
"human3_lib3.final_cell_0250","ductal","inDrop3",0.387764806331272,0.851525252354774,0.455550261907308
"human3_lib3.final_cell_0258","acinar","inDrop3",0.553181694136148,0.55327048001631,0.455423213471202
"human3_lib3.final_cell_0262","acinar","inDrop3",0.496047984072139,0.507349591049806,0.45551992585848
"human3_lib3.final_cell_0263","beta","inDrop3",0.897958533984733,0.873630041841221,0.455372946532281
"human3_lib3.final_cell_0265","activated_stellate","inDrop3",0.0613180316286552,0.163291698577628,0.457484629223149
"human3_lib3.final_cell_0266","acinar","inDrop3",0.142857142857143,0.265305858437172,0.455458682013823
"human3_lib3.final_cell_0275","beta","inDrop3",0.897801427299378,0.858027942049157,0.455741170340974
"human3_lib3.final_cell_0283","activated_stellate","inDrop3",0.0819508955788422,0.183677766629483,0.455485101844729
"human3_lib3.final_cell_0285","delta","inDrop3",0.941792863730527,0.938777463438324,0.4554643141411
"human3_lib3.final_cell_0287","alpha","inDrop3",0.795985809562844,0.79588720806944,0.455231831318078
"human3_lib3.final_cell_0289","acinar","inDrop3",0.571888226584459,0.603989615940176,0.455485571463383
"human3_lib3.final_cell_0290","ductal","inDrop3",0.28571434947478,0.363562622429209,0.456077511561755
"human3_lib3.final_cell_0292","endothelial","inDrop3",0.0204081632686732,0.10204082219282,0.455612487004363
"human3_lib3.final_cell_0306","acinar","inDrop3",0.593272882075286,0.617179878174719,0.455352937028917
"human3_lib3.final_cell_0311","endothelial","inDrop3",1.41945066895705e-13,0.061224496334183,0.455269320767926
"human3_lib3.final_cell_0313","beta","inDrop3",0.897959042219117,0.876120901824389,0.455313256193743
"human3_lib3.final_cell_0318","delta","inDrop3",0.979591836826933,0.979591829525961,0.455661305574386
"human3_lib3.final_cell_0322","ductal","inDrop3",0.284226314720785,0.346905962348378,0.455260709798681
"human3_lib3.final_cell_0324","macrophage","inDrop3",0.36734693877551,0.249224962054929,0.979591829588219
"human3_lib3.final_cell_0329","ductal","inDrop3",0.244899161062888,0.326536875728839,0.455397635920176
"human3_lib3.final_cell_0339","acinar","inDrop3",0.577560539290065,0.611683107186596,0.455416695003715
"human3_lib3.final_cell_0344","alpha","inDrop3",0.796902822516643,0.796077614832108,0.455331104656814
"human3_lib3.final_cell_0345","delta","inDrop3",0.959183673380437,0.959156738071849,0.455359517684272
"human3_lib3.final_cell_0349","beta","inDrop3",0.9585528927621,0.938875633400802,0.455338128543419
"human3_lib3.final_cell_0355","acinar","inDrop3",0.573666467446775,0.607042398491978,0.455529783287092
"human3_lib3.final_cell_0366","ductal","inDrop3",0.285711538099224,0.347021965515732,0.455665814091655
"human3_lib3.final_cell_0371","beta","inDrop3",0.897958198368777,0.87224376565078,0.45537416797348
"human3_lib3.final_cell_0375","endothelial","inDrop3",0.10204081587064,0.0816326592953839,0.455073588977238
"human3_lib3.final_cell_0379","delta","inDrop3",0.959184041279379,0.959183698975114,0.455444573559686
"human3_lib3.final_cell_0381","delta","inDrop3",0.959207626400025,0.959186402261002,0.455290680990975
"human3_lib3.final_cell_0394","alpha","inDrop3",0.795935298808972,0.795912568850608,0.455333608808715
"human3_lib3.final_cell_0402","ductal","inDrop3",0.244941011542636,0.32652528223199,0.455786053878889
"human3_lib3.final_cell_0408","beta","inDrop3",0.897838401000835,0.858390034451685,0.455304007010667
"human3_lib3.final_cell_0413","macrophage","inDrop3",0.346938775510204,0.244856423207274,0.99999999254942
"human3_lib3.final_cell_0415","acinar","inDrop3",0.510365258150065,0.488455586457009,0.456101187802804
"human3_lib3.final_cell_0423","alpha","inDrop3",0.795925052985448,0.795916903054462,0.455473688642301
"human3_lib3.final_cell_0426","alpha","inDrop3",0.836502723641517,0.756111398748833,0.45531111361259
"human3_lib3.final_cell_0433","endothelial","inDrop3",0.102040929171424,0.0767066359997548,0.455131733089108
"human3_lib3.final_cell_0438","endothelial","inDrop3",0.102040816326531,0.0816326592953839,0.455096506651189
"human3_lib3.final_cell_0442","activated_stellate","inDrop3",0.0844583001776283,0.183726395638461,0.455478788623186
"human3_lib3.final_cell_0445","beta","inDrop3",0.877787606799293,0.840241595360656,0.455351990372269
"human3_lib3.final_cell_0447","endothelial","inDrop3",2.54430321094413e-10,0.061224496334183,0.455392628365151
"human3_lib3.final_cell_0449","ductal","inDrop3",0.285695621041281,0.347092998685751,0.455365240852289
"human3_lib3.final_cell_0450","delta","inDrop3",0.938787225883751,0.938773513493674,0.455300046306413
"human3_lib3.final_cell_0478","acinar","inDrop3",0.60982728602953,0.628614440328449,0.455339185109145
"human3_lib3.final_cell_0484","gamma","inDrop3",0.959126750569198,0.939019467052093,0.456037742829952
"human3_lib3.final_cell_0491","ductal","inDrop3",0.24549368484446,0.33269878096255,0.455442788265078
"human3_lib3.final_cell_0493","beta","inDrop3",0.897958721336156,0.874245937315093,0.45525114556988
"human3_lib3.final_cell_0498","alpha","inDrop3",0.795934182639794,0.795913800006807,0.455434623601866
"human3_lib3.final_cell_0516","activated_stellate","inDrop3",0.0612373996879966,0.163268377877386,0.455515367791922
"human3_lib3.final_cell_0517","endothelial","inDrop3",0.020408163357854,0.102040822256585,0.455344118036611
"human3_lib3.final_cell_0518","activated_stellate","inDrop3",0.0612247829274658,0.163265352845217,0.455725891516327
"human3_lib3.final_cell_0519","activated_stellate","inDrop3",0.0816353463984199,0.183673485457464,0.457224734253058
"human3_lib3.final_cell_0523","activated_stellate","inDrop3",0.0612142173874987,0.163250887626191,0.45590902025775
"human3_lib3.final_cell_0524","ductal","inDrop3",0.28593449022959,0.346935762437204,0.455424932247698
"human3_lib3.final_cell_0526","alpha","inDrop3",0.428571428571429,0.408163266674597,0.455534668099695
"human3_lib3.final_cell_0529","gamma","inDrop3",0.959128498042956,0.938927102319278,0.455342325043881
"human3_lib3.final_cell_0530","activated_stellate","inDrop3",0.0612457869917844,0.16327200287829,0.455514066148947
